Ageing Time,C7 (Pred),C7 (Pred)*,C7 (True),AE,SE,RMSE
363.0252101,74.2821195,74.2821195,68.77906162,5.503057875,30.28364598,
363.2492997,74.0972456,74.0972456,68.77812792,5.319117682,28.29301292,
363.4733894,73.9123716,73.9123716,68.77719421,5.135177389,26.37004682,
363.697479,78.5414047,78.5414047,68.7762605,9.765144196,95.35804116,
363.9215686,0.865812778,51,68.7753268,17.7753268,315.9622428,
364.1456583,0.447440207,51,68.77439309,17.77439309,315.9290497,
364.3697479,0.038998865,51,68.77345938,17.77345938,315.8958585,
364.5938375,0,51,68.77252568,17.77252568,315.8626689,
364.8179272,0,51,68.77159197,17.77159197,315.8294812,
365.0420168,0,51,68.77065826,17.77065826,315.7962951,
365.2661064,73.5769043,73.5769043,68.76972456,4.807179744,23.10897709,
365.4901961,0.489240825,51,68.76879085,17.76879085,315.7299283,
365.7142857,0,51,68.76785714,17.76785714,315.6967474,
365.9383754,0,51,68.76692344,17.76692344,315.6635684,
366.162465,0,51,68.76598973,17.76598973,315.6303911,
366.3865546,0,51,68.76505602,17.76505602,315.5972155,
366.6106443,0,51,68.76412232,17.76412232,315.5640416,
366.8347339,0.60174942,51,68.76318861,17.76318861,315.5308696,
367.0588235,0,51,68.7622549,17.7622549,315.4976992,
367.2829132,0.96237421,51,68.7613212,17.7613212,315.4645306,
367.5070028,0,51,68.76038749,17.76038749,315.4313637,
367.7310924,0,51,68.75945378,17.75945378,315.3981986,
367.9551821,0,51,68.75852007,17.75852007,315.3650352,
368.1792717,0.356811106,51,68.75758637,17.75758637,315.3318736,
368.4033613,0.391098469,51,68.75665266,17.75665266,315.2987137,
368.627451,0,51,68.75571895,17.75571895,315.2655556,
368.8515406,0,51,68.75478525,17.75478525,315.2323992,
369.0756303,0.344057649,51,68.75385154,17.75385154,315.1992445,
369.2997199,0.765121341,51,68.75291783,17.75291783,315.1660916,
369.5238095,0,51,68.75198413,17.75198413,315.1329404,
369.7478992,71.83769608,71.83769608,68.75105042,3.08664566,9.527381429,
369.9719888,71.82677171,71.82677171,68.75011671,3.076654997,9.465805968,
370.1960784,71.81584734,71.81584734,68.74918301,3.066664333,9.404430134,
370.4201681,71.80492297,71.80492297,68.7482493,3.05667367,9.343253927,
370.6442577,71.7939986,71.7939986,68.74731559,3.046683007,9.282277346,
370.8683473,71.78307423,71.78307423,68.74638189,3.036692344,9.221500392,
371.092437,71.77214986,71.77214986,68.74544818,3.026701681,9.160923064,
371.3165266,71.76122549,71.76122549,68.74451447,3.016711018,9.100545363,
371.5406162,71.75030112,71.75030112,68.74358077,3.006720354,9.040367289,
371.7647059,71.73937675,71.73937675,68.74264706,2.996729691,8.980388842,
371.9887955,71.72845238,71.72845238,68.74171335,2.986739028,8.920610021,
372.2128852,71.71752801,71.71752801,68.74077965,2.976748365,8.861030827,
372.4369748,71.70660364,71.70660364,68.73984594,2.966757702,8.80165126,
372.6610644,77.1410131,77.1410131,68.73891223,8.402100868,70.595299,
372.8851541,77.0821895,77.0821895,68.73797852,8.344210975,69.6258568,
373.1092437,77.023366,77.023366,68.73704482,8.286321182,68.66311873,
373.3333333,76.9645425,76.9645425,68.73611111,8.228431389,67.70708312,
373.557423,76.9057189,76.9057189,68.7351774,8.170541496,66.75774833,
373.7815126,76.8089636,76.8089636,68.7342437,8.074719903,65.2011015,
374.0056022,76.7081232,76.7081232,68.73330999,7.974813209,63.59764572,
374.2296919,76.6072829,76.6072829,68.73237628,7.874906616,62.01415421,
374.4537815,76.5064426,76.5064426,68.73144258,7.775000023,60.45062536,
374.6778711,76.4056022,76.4056022,68.73050887,7.67509333,58.90705762,
374.9019608,76.3047619,76.3047619,68.72957516,7.575186737,57.38345409,
375.1260504,76.2039216,76.2039216,68.72864146,7.475280143,55.87981322,
375.3501401,76.1030812,76.1030812,68.72770775,7.37537345,54.39613353,
375.5742297,76.0022409,76.0022409,68.72677404,7.275466857,52.93241799,
375.7983193,75.9014006,75.9014006,68.72584034,7.175560264,51.4886651,
