Ageing Time,C5 (Pred),C5 (Pred)*,C5 (True),AE,SE,RMSE
0,89.14,89.14,89.14,0,0,
0.224089636,88.91142857,88.91142857,88.91142857,0,0,
0.448179272,88.68285714,88.68285714,88.68285714,0,0,
0.672268908,88.45428571,88.45428571,88.45428571,0,0,
0.896358543,88.22571429,88.22571429,88.22571429,0,0,
1.120448179,87.99714286,87.99714286,87.99714286,0,0,
1.344537815,87.76857143,87.76857143,87.76857143,0,0,
1.568627451,87.54,87.54,87.54,0,0,
1.792717087,87.31142857,87.31142857,87.31142857,0,0,
2.016806723,87.09579832,87.09579832,87.09579832,0,0,
2.240896359,87.03977591,87.03977591,87.03977591,0,0,
2.464985994,86.9837535,86.9837535,86.9837535,0,0,
2.68907563,86.92773109,86.92773109,86.92773109,0,0,
2.913165266,86.87170868,86.87170868,86.87170868,0,0,
3.137254902,86.81568627,86.81568627,86.81568627,0,0,
3.361344538,86.75966387,86.75966387,86.75966387,0,0,
3.585434174,86.70364146,86.70364146,86.70364146,0,0,
3.80952381,86.64761905,86.64761905,86.64761905,0,0,
4.033613445,86.59159664,86.59159664,86.59159664,0,0,
4.257703081,86.53557423,86.53557423,86.53557423,0,0,
4.481792717,86.47955182,86.47955182,86.47955182,0,0,
4.705882353,86.42352941,86.42352941,86.42352941,0,0,
4.929971989,86.367507,86.367507,86.367507,0,0,
5.154061625,86.31148459,86.31148459,86.31148459,0,0,
5.378151261,86.25546218,86.25546218,86.25546218,0,0,
5.602240896,86.19943978,86.19943978,86.19943978,0,0,
5.826330532,86.14341737,86.14341737,86.14341737,0,0,
6.050420168,86.09432773,86.09432773,86.09432773,0,0,
6.274509804,86.06911765,86.06911765,86.06911765,0,0,
6.49859944,86.04390756,86.04390756,86.04390756,0,0,
6.722689076,86.01869748,86.01869748,86.01869748,0,0,
6.946778711,85.99348739,85.99348739,85.99348739,0,0,
7.170868347,85.96827731,85.96827731,85.96827731,0,0,
7.394957983,85.94306723,85.94306723,85.94306723,0,0,
7.619047619,85.91785714,85.91785714,85.91785714,0,0,
7.843137255,85.89264706,85.89264706,85.89264706,0,0,
8.067226891,85.86743697,85.86743697,85.86743697,0,0,
8.291316527,85.84222689,85.84222689,85.84222689,0,0,
8.515406162,85.81701681,85.81701681,85.81701681,0,0,
8.739495798,85.79180672,85.79180672,85.79180672,0,0,
8.963585434,85.76659664,85.76659664,85.76659664,0,0,
9.18767507,85.74138655,85.74138655,85.74138655,0,0,
9.411764706,85.71617647,85.71617647,85.71617647,0,0,
9.635854342,85.69096639,85.69096639,85.69096639,0,0,
9.859943978,85.6657563,85.6657563,85.6657563,0,0,
10.08403361,85.64054622,85.64054622,85.64054622,0,0,
10.30812325,85.61533613,85.61533613,85.61533613,0,0,
10.53221289,85.59012605,85.59012605,85.59012605,0,0,
10.75630252,85.56491597,85.56491597,85.56491597,0,0,
10.98039216,85.53970588,85.53970588,85.53970588,0,0,
11.20448179,85.5144958,85.5144958,85.5144958,0,0,
11.42857143,85.48928571,85.48928571,85.48928571,0,0,
11.65266106,85.46407563,85.46407563,85.46407563,0,0,
11.8767507,85.43886555,85.43886555,85.43886555,0,0,
12.10084034,85.41365546,85.41365546,85.41365546,0,0,
12.32492997,85.38844538,85.38844538,85.38844538,0,0,
12.54901961,85.36323529,85.36323529,85.36323529,0,0,
12.77310924,85.33802521,85.33802521,85.33802521,0,0,
12.99719888,85.31281513,85.31281513,85.31281513,0,0,
